Colors,V,dV,Peak wavelength,d l,pv/e 1,pv/e 2,sigma,BlueWave,Blue_I,Peak v/e Blue,OrangeWave,Orange_I,Peak v/e Orange,RedWave,Red_I,Peak v/e Red,YellowWave,Yellow_I,Peak v/e Yellow
,,,,,,,,423.71,-7.45,,423.71,-6.11,,423.71,6.95,,423.71,238.25,
,,,,,,,,423.92,-5.72,,423.92,-3.93,,423.92,-1.24,,423.92,2.73,
,,,,,,,,424.13,-16.6,,424.13,2.01,,424.13,-3.63,,424.13,49.83,
,,,,,,,,424.33,-4.49,,424.33,0.38,,424.33,-4.99,,424.33,-3.41,
,,,,,,,,424.54,-5.09,,424.54,-7.48,,424.54,-5.25,,424.54,98.99,
,,,,,,,,424.75,2.01,,424.75,-4.88,,424.75,-0.17,,424.75,33.45,
,,,,,,,,424.96,-4.59,,424.96,1.95,,424.96,-0.13,,424.96,251.9,
,,,,,,,,425.17,2.01,,425.17,8.64,,425.17,12.89,,425.17,322.21,
,,,,,,,,425.37,-3.4,,425.37,6.59,,425.37,14.51,,425.37,411.64,
,,,,,,,,425.58,-0.44,,425.58,0.17,,425.58,16,,425.58,152.91,
,,,,,,,,425.79,-2.49,,425.79,-1.67,,425.79,1.02,,425.79,72.36,
,,,,,,,,426,4.02,,426,-2.08,,426,3.67,,426,172.03,
,,,,,,,,426.21,0.65,,426.21,9.52,,426.21,4.86,,426.21,208.21,
,,,,,,,,426.41,-2.76,,426.41,6.11,,426.41,9.22,,426.41,162.47,
,,,,,,,,426.62,-12.64,,426.62,2.9,,426.62,0.47,,426.62,105.13,
,,,,,,,,426.83,-10,,426.83,-16.01,,426.83,0.85,,426.83,144.04,
,,,,,,,,427.04,-11.14,,427.04,-9.8,,427.04,8.79,,427.04,290.81,
,,,,,,,,427.25,-6.45,,427.25,2.83,,427.25,8.49,,427.25,201.38,
,,,,,,,,427.45,-12.6,,427.45,17.99,,427.45,1.11,,427.45,219.82,
,,,,,,,,427.66,-15.42,,427.66,19.49,,427.66,5.8,,427.66,316.75,
,,,,,,,,427.87,-16.24,,427.87,8.77,,427.87,7.59,,427.87,356.35,
,,,,,,,,428.08,-8.27,,428.08,12.73,,428.08,19.54,,428.08,232.79,
,,,,,,,,428.28,-11.91,,428.28,8.64,,428.28,10.41,,428.28,167.93,
,,,,,,,,428.49,-1.9,,428.49,7.48,,428.49,14.25,,428.49,208.89,
,,,,,,,,428.7,-5.54,,428.7,1.4,,428.7,5.76,,428.7,318.8,
,,,,,,,,428.91,1.24,,428.91,3.65,,428.91,10.92,,428.91,230.74,
,,,,,,,,429.12,-5.63,,429.12,11.37,,429.12,9.13,,429.12,230.06,
,,,,,,,,429.32,-9.05,,429.32,18.26,,429.32,18.13,,429.32,177.49,
,,,,,,,,429.53,-14.46,,429.53,22.08,,429.53,20.48,,429.53,132.44,
,,,,,,,,429.74,-9.27,,429.74,20.92,,429.74,24.7,,429.74,145.41,
,,,,,,,,429.95,-6.86,,429.95,10.14,,429.95,23.98,,429.95,271.7,
,,,,,,,,430.15,-1.04,,430.15,-3.52,,430.15,12.63,,430.15,342.01,
,,,,,,,,430.36,-9.41,,430.36,-7.13,,430.36,7.34,,430.36,165.2,
,,,,,,,,430.57,-3.77,,430.57,0.1,,430.57,7.08,,430.57,-36.18,
,,,,,,,,430.78,-7.91,,430.78,-10.82,,430.78,1.83,,430.78,-70.31,
,,,,,,,,430.98,-3.99,,430.98,-11.16,,430.98,0.85,,430.98,10.92,
,,,,,,,,431.19,-7.09,,431.19,-15.33,,431.19,2.18,,431.19,211.62,
,,,,,,,,431.4,-8,,431.4,4.81,,431.4,12.71,,431.4,182.95,
,,,,,,,,431.61,-5.63,,431.61,17.58,,431.61,22.7,,431.61,401.4,
,,,,,,,,431.81,1.1,,431.81,18.81,,431.81,22.27,,431.81,306.51,
,,,,,,,,432.02,-0.03,,432.02,14.1,,432.02,18.77,,432.02,380.24,
,,,,,,,,432.23,-7.36,,432.23,1.19,,432.23,11.52,,432.23,159.74,
,,,,,,,,432.44,-19.33,,432.44,-0.17,,432.44,12.07,,432.44,253.27,
,,,,,,,,432.64,-11.23,,432.64,4.88,,432.64,12.29,,432.64,333.82,
,,,,,,,,432.85,-9.05,,432.85,10.75,,432.85,3.24,,432.85,494.24,
,,,,,,,,433.06,0.51,,433.06,16.76,,433.06,4.69,,433.06,468.3,
,,,,,,,,433.27,-1.44,,433.27,10.55,,433.27,5.67,,433.27,555.68,
,,,,,,,,433.47,0.97,,433.47,18.81,,433.47,21.76,,433.47,662.18,
,,,,,,,,433.68,-0.53,,433.68,7.07,,433.68,6.31,,433.68,630.09,
,,,,,,,,433.89,-4.31,,433.89,17.71,,433.89,10.33,,433.89,397.99,
,,,,,,,,434.1,-12.69,,434.1,12.87,,434.1,3.24,,434.1,352.25,
,,,,,,,,434.3,-13,,434.3,20.79,,434.3,6.78,,434.3,334.5,
,,,,,,,,434.51,-12.09,,434.51,10.34,,434.51,2.69,,434.51,315.39,
,,,,,,,,434.72,-5.4,,434.72,2.42,,434.72,-4.52,,434.72,18.43,
,,,,,,,,434.93,-8.13,,434.93,-7.41,,434.93,-3.88,,434.93,-33.45,
,,,,,,,,435.13,-7.73,,435.13,1.33,,435.13,2.13,,435.13,210.94,
,,,,,,,,435.34,-7.22,,435.34,15.67,,435.34,13.7,,435.34,283.98,
,,,,,,,,435.55,-8.95,,435.55,35.19,,435.55,25.26,,435.55,286.72,
,,,,,,,,435.76,-12.23,,435.76,26.93,,435.76,22.14,,435.76,176.81,
,,,,,,,,435.96,-10.18,,435.96,20.45,,435.96,16.6,,435.96,215.04,
,,,,,,,,436.17,-0.63,,436.17,14.57,,436.17,12.12,,436.17,363.17,
,,,,,,,,436.38,2.83,,436.38,13,,436.38,4.05,,436.38,187.73,
,,,,,,,,436.58,-1.4,,436.58,2.22,,436.58,-1.19,,436.58,98.99,
,,,,,,,,436.79,-7.09,,436.79,1.67,,436.79,-7.34,,436.79,-32.77,
,,,,,,,,437,-10.23,,437,5.77,,437,-11.48,,437,50.52,
,,,,,,,,437.21,-5.54,,437.21,23.45,,437.21,-1.19,,437.21,27.31,
,,,,,,,,437.41,-8.13,,437.41,6.59,,437.41,-10.75,,437.41,32.77,
,,,,,,,,437.62,-2.45,,437.62,7.41,,437.62,4.22,,437.62,168.62,
,,,,,,,,437.83,-10.68,,437.83,-5.63,,437.83,-1.75,,437.83,191.83,
,,,,,,,,438.03,-5.9,,438.03,7.54,,438.03,13.06,,438.03,113.32,
,,,,,,,,438.24,-7.86,,438.24,8.23,,438.24,5.21,,438.24,22.53,
,,,,,,,,438.45,-4.59,,438.45,11.02,,438.45,4.74,,438.45,126.29,
,,,,,,,,438.66,-1.26,,438.66,18.26,,438.66,7.68,,438.66,262.14,
,,,,,,,,438.86,5.38,,438.86,18.26,,438.86,0.38,,438.86,93.52,
,,,,,,,,439.07,10.98,,439.07,21.61,,439.07,3.29,,439.07,90.79,
,,,,,,,,439.28,8.66,,439.28,17.44,,439.28,-4.95,,439.28,62.12,
,,,,,,,,439.48,-0.13,,439.48,12.66,,439.48,-1.96,,439.48,142.68,
,,,,,,,,439.69,2.2,,439.69,5.5,,439.69,-1.92,,439.69,78.51,
,,,,,,,,439.9,-1.99,,439.9,-3.65,,439.9,-0.38,,439.9,73.04,
,,,,,,,,440.11,3.38,,440.11,-4.06,,440.11,8.49,,440.11,157.69,
,,,,,,,,440.31,0.15,,440.31,-17.51,,440.31,5.5,,440.31,88.75,
,,,,,,,,440.52,7.61,,440.52,-9.25,,440.52,9.13,,440.52,88.06,
,,,,,,,,440.73,4.43,,440.73,-8.43,,440.73,5.03,,440.73,-13.65,
,,,,,,,,440.93,8.79,,440.93,6.86,,440.93,5.21,,440.93,162.47,
,,,,,,,,441.14,-3.13,,441.14,11.71,,441.14,5.16,,441.14,161.11,
,,,,,,,,441.35,1.56,,441.35,13.76,,441.35,3.93,,441.35,114.69,
,,,,,,,,441.55,4.79,,441.55,4.95,,441.55,9.9,,441.55,32.08,
,,,,,,,,441.76,17.08,,441.76,0.51,,441.76,14.59,,441.76,206.84,
,,,,,,,,441.97,17.26,,441.97,-6.38,,441.97,14.08,,441.97,275.79,
,,,,,,,,442.17,16.99,,442.17,0.85,,442.17,1.79,,442.17,127.66,
,,,,,,,,442.38,12.53,,442.38,-1.88,,442.38,-12.59,,442.38,-52.56,
,,,,,,,,442.59,18.72,,442.59,3.86,,442.59,-6.74,,442.59,20.48,
,,,,,,,,442.79,15.89,,442.79,-8.29,,442.79,-3.63,,442.79,155.65,
,,,,,,,,443,21.86,,443,-6.79,,443,4.35,,443,31.4,
,,,,,,,,443.21,17.12,,443.21,-13.14,,443.21,-0.26,,443.21,222.55,
,,,,,,,,443.41,24.54,,443.41,-0.85,,443.41,2.6,,443.41,266.24,
,,,,,,,,443.62,32.14,,443.62,-1.4,,443.62,3.5,,443.62,367.27,
,,,,,,,,443.83,43.06,,443.83,9.73,,443.83,1.71,,443.83,60.76,
,,,,,,,,444.03,49.66,,444.03,6.72,,444.03,-2.35,,444.03,65.53,
,,,,,,,,444.24,55.76,,444.24,13.28,,444.24,3.58,,444.24,66.9,
,,,,,,,,444.45,63.09,,444.45,14.3,,444.45,9.43,,444.45,103.76,
,,,,,,,,444.65,75.15,,444.65,24,,444.65,19.41,,444.65,42.32,
,,,,,,,,444.86,77.06,,444.86,17.99,,444.86,22.19,,444.86,215.04,
,,,,,,,,445.07,79.43,,445.07,6.45,,445.07,20.95,,445.07,262.14,
,,,,,,,,445.27,74.97,,445.27,1.13,,445.27,17.02,,445.27,190.46,
,,,,,,,,445.48,97.31,,445.48,2.83,,445.48,9.86,,445.48,50.52,
,,,,,,,,445.69,119.34,,445.69,3.79,,445.69,-1.24,,445.69,75.77,
,,,,,,,,445.89,158.43,,445.89,1.6,,445.89,1.37,,445.89,270.33,
,,,,,,,,446.1,172.59,,446.1,9.05,,446.1,6.83,,446.1,225.96,
,,,,,,,,446.31,196.34,,446.31,17.51,,446.31,14.04,,446.31,47.1,
,,,,,,,,446.51,206.49,,446.51,20.99,,446.51,15.02,,446.51,35.5,
,,,,,,,,446.72,265.88,,446.72,17.37,,446.72,8.79,,446.72,75.09,
,,,,,,,,446.93,326.23,,446.93,15.39,,446.93,6.95,,446.93,132.44,
,,,,,,,,447.13,393.59,,447.13,14.64,,447.13,-5.55,,447.13,36.86,
,,,,,,,,447.34,407.24,,447.34,6.72,,447.34,-8.06,,447.34,109.91,
,,,,,,,,447.55,467.72,,447.55,9.05,,447.55,0.3,,447.55,250.53,
,,,,,,,,447.75,546.09,,447.75,-0.72,,447.75,0.6,,447.75,125.61,
,,,,,,,,447.96,669.38,,447.96,-2.76,,447.96,-2.56,,447.96,-42.32,
,,,,,,,,448.17,703.24,,448.17,-1.26,,448.17,-7.17,,448.17,79.19,
,,,,,,,,448.37,752.84,,448.37,2.29,,448.37,2.65,,448.37,232.79,
,,,,,,,,448.58,800.27,,448.58,4.61,,448.58,7.08,,448.58,334.5,
,,,,,,,,448.78,904.62,,448.78,8.16,,448.78,14.08,,448.78,161.11,
,,,,,,,,448.99,981.12,,448.99,12.94,,448.99,7.64,,448.99,52.56,
,,,,,,,,449.2,1069.42,,449.2,19.9,,449.2,6.83,,449.2,88.75,
,,,,,,,,449.4,1168.26,,449.4,9.66,,449.4,-1.88,,449.4,22.53,
,,,,,,,,449.61,1325.59,,449.61,24.27,,449.61,9.39,,449.61,136.53,
,,,,,,,,449.82,1474.28,,449.82,17.17,,449.82,4.44,,449.82,44.37,
,,,,,,,,450.02,1662.01,,450.02,35.94,,450.02,16.17,,450.02,224.59,
,,,,,,,,450.23,1798.36,,450.23,29.18,,450.23,7.42,,450.23,133.12,
,,,,,,,,450.43,1976.8,,450.43,29.87,,450.43,19.07,,450.43,29.35,
,,,,,,,,450.64,2112.97,,450.64,9.11,,450.64,3.2,,450.64,-59.39,
,,,,,,,,450.85,2306.75,,450.85,2.97,,450.85,9.9,,450.85,71,
,,,,,,,,451.05,2519.65,,451.05,0.17,,451.05,3.58,,451.05,120.15,
,,,,,,,,451.26,2783.25,,451.26,13.28,,451.26,5.72,,451.26,116.73,
,,,,,,,,451.47,2931.7,,451.47,16.08,,451.47,1.62,,451.47,249.17,
,,,,,,,,451.67,3047.8,,451.67,30.14,,451.67,12.2,,451.67,449.19,
,,,,,,,,451.88,3211.14,,451.88,22.83,,451.88,16.26,,451.88,333.82,
,,,,,,,,452.08,3624.78,,452.08,15.8,,452.08,12.63,,452.08,141.31,
,,,,,,,,452.29,4074.88,,452.29,1.88,,452.29,3.41,,452.29,23.21,
,,,,,,,,452.5,4342.07,,452.5,-0.99,,452.5,4.57,,452.5,53.93,
,,,,,,,,452.7,4448.52,,452.7,-5.22,,452.7,9.17,,452.7,29.35,
,,,,,,,,452.91,4558.47,,452.91,-3.52,,452.91,24.58,,452.91,-48.47,
,,,,,,,,453.11,4808.37,,453.11,-23.59,,453.11,13.65,,453.11,-92.84,
,,,,,,,,453.32,5122.07,,453.32,-17.31,,453.32,14.76,,453.32,-49.15,
,,,,,,,,453.53,5274.76,,453.53,-13.76,,453.53,-6.53,,453.53,-36.86,
,,,,,,,,453.73,5501.4,,453.73,6.31,,453.73,5.97,,453.73,-27.31,
,,,,,,,,453.94,5686.4,,453.94,2.9,,453.94,-0.26,,453.94,-21.16,
,,,,,,,,454.14,6023.82,,454.14,11.09,,454.14,6.61,,454.14,134.48,
,,,,,,,,454.35,6229.75,,454.35,9.18,,454.35,8.28,,454.35,225.96,
,,,,,,,,454.56,6384.08,,454.56,17.03,,454.56,19.24,,454.56,191.14,
,,,,,,,,454.76,6486.79,,454.76,5.09,,454.76,14.25,,454.76,108.54,
,,,,,,,,454.97,6690.95,,454.97,4.54,,454.97,15.74,,454.97,110.59,
,,,,,,,,455.17,6984.72,,455.17,2.56,,455.17,14.76,,455.17,161.11,
,,,,,,,,455.38,7357.36,,455.38,15.74,,455.38,17.75,,455.38,157.69,
,,,,,,,,455.58,7703.47,,455.58,20.31,,455.58,12.76,,455.58,236.88,
,,,,,,,,455.79,8031.51,,455.79,7.34,,455.79,5.16,,455.79,187.05,
,,,,,,,,456,8399.23,,456,-12.39,,456,3.58,,456,176.81,
,,,,,,,,456.2,8642.49,,456.2,-10.55,,456.2,6.66,,456.2,64.17,
,,,,,,,,456.41,8867.72,,456.41,5.77,,456.41,1.15,,456.41,136.53,
,,,,,,,,456.61,9101.23,,456.61,10.41,,456.61,2.65,,456.61,155.65,
,,,,,,,,456.82,9442.97,,456.82,4.4,,456.82,-0.85,,456.82,122.88,
,,,,,,,,457.03,9771.01,,457.03,1.06,,457.03,11.69,,457.03,-101.03,
,,,,,,,,457.23,9859.84,,457.23,-9.25,,457.23,7.21,,457.23,-247.12,
,,,,,,,,457.44,9958.33,,457.44,-3.31,,457.44,6.4,,457.44,-18.43,
,,,,,,,,457.64,10126.17,,457.64,-7,,457.64,0.81,,457.64,60.76,
,,,,,,,,457.85,10503.45,,457.85,8.84,,457.85,1.83,,457.85,98.99,
,,,,,,,,458.05,11054.63,,458.05,7.54,,458.05,0.47,,458.05,-26.62,
,,,,,,,,458.26,11434.14,,458.26,10.41,,458.26,-2.65,,458.26,161.11,
,,,,,,,,458.46,11669.43,,458.46,7.13,,458.46,-9.05,,458.46,156.33,
,,,,,,,,458.67,11776.42,,458.67,7.41,,458.67,-3.16,,458.67,45.74,
,,,,,,,,458.88,12045.62,,458.88,12.19,,458.88,2.9,,458.88,92.16,
,,,,,,,,459.08,12297.93,,459.08,9.25,,459.08,11.9,,459.08,148.14,
,,,,,,,,459.29,12367.42,,459.29,7,,459.29,6.53,,459.29,165.2,
,,,,,,,,459.49,12305.85,,459.49,4.68,,459.49,4.39,,459.49,-83.97,
,,,,,,,,459.7,12314.77,,459.7,6.45,,459.7,5.76,,459.7,166.57,
,,,,,,,,459.9,12506.05,,459.9,12.19,,459.9,10.15,,459.9,356.35,
,,,,,,,,460.11,12666.74,,460.11,8.43,,460.11,9.39,,460.11,350.2,
,,,,,,,,460.31,12798.31,,460.31,4.4,,460.31,9.86,,460.31,64.17,
,,,,,,,,460.52,12708.11,,460.52,-3.52,,460.52,0.34,,460.52,4.1,
,,,,,,,,460.73,12569.4,,460.73,-6.52,,460.73,3.63,,460.73,191.83,
,,,,,,,,460.93,12442.74,,460.93,-0.03,,460.93,2.56,,460.93,193.87,
,,,,,,,,461.14,12454.35,,461.14,8.77,,461.14,18.43,,461.14,167.25,
,,,,,,,,461.34,12650.22,,461.34,0.24,,461.34,11.01,,461.34,121.51,
,,,,,,,,461.55,12826.21,,461.55,0.79,,461.55,14.89,,461.55,223.91,
,,,,,,,,461.75,12810.69,,461.75,-10.75,,461.75,1.15,,461.75,102.4,
,,,,,,,,461.96,12644.99,,461.96,8.98,,461.96,6.57,,461.96,4.78,
,,,,,,,,462.16,12500.99,,462.16,6.59,,462.16,1.24,,462.16,43.01,
,,,,,,,,462.37,12548.96,,462.37,15.8,,462.37,7.08,,462.37,202.75,
,,,,,,,,462.57,12668.7,,462.57,3.79,,462.57,8.75,,462.57,256.68,
,,,,,,,,462.78,12700.42,,462.78,3.93,,462.78,4.91,,462.78,79.87,
,,,,,,,,462.99,12653,,462.99,-0.72,,462.99,6.95,,462.99,157.01,
,,,,,,,,463.19,12465.31,,463.19,7.68,,463.19,4.48,,463.19,226.64,
,,,,,,,,463.4,12287.37,,463.4,11.23,,463.4,12.63,,463.4,324.26,
,,,,,,,,463.6,12116.8,,463.6,7.48,,463.6,6.87,,463.6,95.57,
,,,,,,,,463.81,12042.25,,463.81,-7.2,,463.81,2.94,,463.81,12.97,
,,,,,,,,464.01,12086.76,,464.01,-6.66,,464.01,0.38,,464.01,17.75,
,,,,,,,,464.22,11986.36,,464.22,-2.08,,464.22,-1.62,,464.22,58.03,
,,,,,,,,464.42,11947.31,,464.42,17.78,,464.42,5.42,,464.42,20.48,
,,,,,,,,464.63,11766.82,,464.63,7.48,,464.63,2.77,,464.63,109.23,
,,,,,,,,464.83,11574.63,,464.83,3.58,,464.83,13.48,,464.83,185.68,
,,,,,,,,465.04,11246.64,,465.04,0.58,,465.04,14.85,,465.04,219.82,
,,,,,,,,465.24,11035.51,,465.24,8.16,,465.24,20.78,,465.24,185.68,
,,,,,,,,465.45,10865.94,,465.45,16.35,,465.45,20.61,,465.45,212.99,
,,,,,,,,465.65,10691.86,,465.65,6.04,,465.65,19.46,,465.65,307.88,
,,,,,,,,465.86,10375.75,,465.86,2.7,,465.86,15.57,,465.86,195.92,
,,,,,,,,466.06,10063.18,,466.06,3.99,,466.06,13.78,,466.06,73.73,
,,,,,,,,466.27,9746.16,,466.27,-0.65,,466.27,1.66,,466.27,23.89,
,,,,,,,,466.47,9619.59,,466.47,19.69,,466.47,17.41,,466.47,374.78,
,,,,,,,,466.68,9429.77,,466.68,15.8,,466.68,12.2,,466.68,387.07,
,,,,,,,,466.88,9345.71,,466.88,32.05,,466.88,26.92,,466.88,316.07,
,,,,,,,,467.09,9053.26,,467.09,9.59,,467.09,12.16,,467.09,81.24,
,,,,,,,,467.29,8870.26,,467.29,5.43,,467.29,14.34,,467.29,251.22,
,,,,,,,,467.5,8658.28,,467.5,-15.39,,467.5,0.81,,467.5,272.38,
,,,,,,,,467.7,8463.63,,467.7,-9.18,,467.7,3.58,,467.7,196.61,
,,,,,,,,467.91,8223.47,,467.91,-12.87,,467.91,-2.94,,467.91,109.23,
,,,,,,,,468.11,7938.12,,468.11,6.72,,468.11,4.86,,468.11,181.59,
,,,,,,,,468.32,7691.18,,468.32,14.78,,468.32,9.05,,468.32,206.84,
,,,,,,,,468.52,7537.26,,468.52,29.25,,468.52,14.89,,468.52,52.56,
,,,,,,,,468.73,7418.3,,468.73,15.74,,468.73,5.16,,468.73,-37.55,
,,,,,,,,468.93,7261.2,,468.93,7,,468.93,-1.88,,468.93,-21.16,
,,,,,,,,469.14,6972.66,,469.14,-8.77,,469.14,-7.68,,469.14,19.11,
,,,,,,,,469.34,6697.73,,469.34,-5.22,,469.34,-6.83,,469.34,-12.97,
,,,,,,,,469.55,6448.93,,469.55,-8.43,,469.55,-10.88,,469.55,-10.92,
,,,,,,,,469.75,6367.87,,469.75,4.68,,469.75,1.96,,469.75,158.38,
,,,,,,,,469.96,6358.45,,469.96,2.42,,469.96,8.15,,469.96,81.92,
,,,,,,,,470.16,6312.76,,470.16,7.54,,470.16,17.92,,470.16,96.25,
,,,,,,,,470.37,6032.55,,470.37,5.36,,470.37,9.3,,470.37,269.65,
,,,,,,,,470.57,5687.49,,470.57,0.51,,470.57,11.86,,470.57,492.88,
,,,,,,,,470.78,5433.59,,470.78,1.81,,470.78,6.53,,470.78,540.66,
,,,,,,,,470.98,5394.32,,470.98,-8.91,,470.98,4.39,,470.98,143.36,
,,,,,,,,471.18,5334.11,,471.18,-12.73,,471.18,-0.13,,471.18,68.95,
,,,,,,,,471.39,5244.04,,471.39,-14.1,,471.39,6.57,,471.39,40.96,
,,,,,,,,471.59,5098.27,,471.59,-18.94,,471.59,11.14,,471.59,129.7,
,,,,,,,,471.8,5020.08,,471.8,3.31,,471.8,15.1,,471.8,178.17,
,,,,,,,,472,4969.52,,472,3.11,,472,7.17,,472,264.87,
,,,,,,,,472.21,4936.07,,472.21,17.85,,472.21,8.06,,472.21,373.41,
,,,,,,,,472.41,4734.73,,472.41,4.27,,472.41,-0.98,,472.41,187.05,
,,,,,,,,472.62,4503.09,,472.62,0.03,,472.62,-2.26,,472.62,-78.51,
,,,,,,,,472.82,4282.86,,472.82,3.93,,472.82,0.34,,472.82,-47.1,
,,,,,,,,473.03,4271.89,,473.03,14.57,,473.03,10.24,,473.03,164.52,
,,,,,,,,473.23,4286.18,,473.23,15.19,,473.23,10.79,,473.23,160.42,
,,,,,,,,473.44,4303.11,,473.44,8.91,,473.44,3.93,,473.44,-4.1,
,,,,,,,,473.64,4107.87,,473.64,3.24,,473.64,3.03,,473.64,60.76,
,,,,,,,,473.84,4023,,473.84,8.02,,473.84,10.88,,473.84,251.22,
,,,,,,,,474.05,4026.41,,474.05,6.31,,474.05,12.33,,474.05,333.82,
,,,,,,,,474.25,4203.76,,474.25,9.25,,474.25,9.81,,474.25,125.61,
,,,,,,,,474.46,4211.77,,474.46,0.03,,474.46,0.04,,474.46,153.6,
,,,,,,,,474.66,4099.41,,474.66,-1.88,,474.66,2.77,,474.66,191.83,
,,,,,,,,474.87,3878.32,,474.87,-7.48,,474.87,6.06,,474.87,176.81,
,,,,,,,,475.07,3794.44,,475.07,-3.11,,475.07,13.01,,475.07,-20.48,
,,,,,,,,475.28,3821.89,,475.28,0.58,,475.28,9.26,,475.28,-3.41,
,,,,,,,,475.48,3870.31,,475.48,1.6,,475.48,11.56,,475.48,111.27,
,,,,,,,,475.68,3770.41,,475.68,-0.24,,475.68,6.19,,475.68,137.21,
,,,,,,,,475.89,3556.51,,475.89,3.65,,475.89,16.51,,475.89,-27.31,
,,,,,,,,476.09,3334.15,,476.09,4.2,,476.09,15.62,,476.09,152.91,
,,,,,,,,476.3,3295.51,,476.3,10.62,,476.3,15.4,,476.3,309.93,
,,,,,,,,476.5,3316.45,,476.5,9.18,,476.5,-3.58,,476.5,240.3,
,,,,,,,,476.71,3369.78,,476.71,5.02,,476.71,-8.53,,476.71,0.68,
,,,,,,,,476.91,3262.11,,476.91,-3.24,,476.91,-14.46,,476.91,7.51,
,,,,,,,,477.11,3092.67,,477.11,0.1,,477.11,-6.1,,477.11,205.48,
,,,,,,,,477.32,2937.57,,477.32,7.13,,477.32,-6.61,,477.32,232.1,
,,,,,,,,477.52,2921.96,,477.52,15.26,,477.52,4.22,,477.52,82.6,
,,,,,,,,477.73,3022.45,,477.73,7.95,,477.73,7.94,,477.73,159.74,
,,,,,,,,477.93,3051.62,,477.93,14.44,,477.93,5.55,,477.93,180.9,
,,,,,,,,478.14,2882.64,,478.14,8.09,,478.14,-4.05,,478.14,282.62,
,,,,,,,,478.34,2609.17,,478.34,0.79,,478.34,-7.17,,478.34,100.35,
,,,,,,,,478.54,2441.1,,478.54,-11.57,,478.54,-2.09,,478.54,15.7,
,,,,,,,,478.75,2487.93,,478.75,-12.12,,478.75,6.36,,478.75,49.83,
,,,,,,,,478.95,2515.19,,478.95,-16.69,,478.95,-1.62,,478.95,68.95,
,,,,,,,,479.16,2468.41,,479.16,-12.39,,479.16,1.62,,479.16,68.27,
,,,,,,,,479.36,2270.48,,479.36,-12.05,,479.36,-2.39,,479.36,-7.51,
,,,,,,,,479.56,2124.98,,479.56,12.87,,479.56,15.7,,479.56,71.68,
,,,,,,,,479.77,2065.82,,479.77,15.33,,479.77,11.52,,479.77,136.53,
,,,,,,,,479.97,2100.5,,479.97,9.52,,479.97,19.16,,479.97,39.59,
,,,,,,,,480.18,2057.45,,480.18,-8.02,,480.18,4.78,,480.18,8.87,
,,,,,,,,480.38,1925.97,,480.38,-4.95,,480.38,5.55,,480.38,200.02,
,,,,,,,,480.58,1699.05,,480.58,5.22,,480.58,-9.09,,480.58,150.87,
,,,,,,,,480.79,1595.47,,480.79,9.52,,480.79,-0.51,,480.79,3.41,
,,,,,,,,480.99,1547.96,,480.99,-0.03,,480.99,-10.11,,480.99,-166.57,
,,,,,,,,481.2,1526.66,,481.2,8.64,,481.2,4.78,,481.2,169.98,
,,,,,,,,481.4,1391.9,,481.4,14.03,,481.4,0.68,,481.4,273.75,
,,,,,,,,481.6,1280.99,,481.6,26.59,,481.6,22.14,,481.6,194.56,
,,,,,,,,481.81,1223.83,,481.81,14.85,,481.81,10.79,,481.81,115.37,
,,,,,,,,482.01,1306.52,,482.01,14.98,,482.01,10.58,,482.01,211.62,
,,,,,,,,482.22,1310.12,,482.22,11.43,,482.22,-5.25,,482.22,130.39,
,,,,,,,,482.42,1202.94,,482.42,13.48,,482.42,4.74,,482.42,-15.7,
,,,,,,,,482.62,1012.62,,482.62,3.11,,482.62,3.24,,482.62,48.47,
,,,,,,,,482.83,898.8,,482.83,9.11,,482.83,9.98,,482.83,344.74,
,,,,,,,,483.03,846.55,,483.03,5.29,,483.03,9.77,,483.03,339.96,
,,,,,,,,483.23,840.63,,483.23,18.06,,483.23,10.15,,483.23,105.81,
,,,,,,,,483.44,781.74,,483.44,2.36,,483.44,-0.77,,483.44,91.48,
,,,,,,,,483.64,719.71,,483.64,21.2,,483.64,6.78,,483.64,264.19,
,,,,,,,,483.85,652.99,,483.85,15.39,,483.85,15.57,,483.85,324.94,
,,,,,,,,484.05,613.67,,484.05,15.94,,484.05,15.53,,484.05,51.88,
,,,,,,,,484.25,556.6,,484.25,-1.33,,484.25,3.5,,484.25,-23.21,
,,,,,,,,484.46,492.21,,484.46,-7.07,,484.46,-2.69,,484.46,118.1,
,,,,,,,,484.66,427.17,,484.66,-3.93,,484.66,6.74,,484.66,184.32,
,,,,,,,,484.86,414.66,,484.86,-0.85,,484.86,10.5,,484.86,105.81,
,,,,,,,,485.07,376.88,,485.07,7.2,,485.07,20.57,,485.07,112.64,
,,,,,,,,485.27,370.69,,485.27,8.16,,485.27,18.6,,485.27,311.29,
,,,,,,,,485.48,336.79,,485.48,15.87,,485.48,16.51,,485.48,374.78,
,,,,,,,,485.68,321.77,,485.68,10.68,,485.68,12.5,,485.68,353.62,
,,,,,,,,485.88,279.13,,485.88,13.28,,485.88,7.85,,485.88,299,
,,,,,,,,486.09,246.04,,486.09,6.72,,486.09,13.23,,486.09,404.82,
,,,,,,,,486.29,224.38,,486.29,19.22,,486.29,5.16,,486.29,273.06,
,,,,,,,,486.49,202.71,,486.49,16.83,,486.49,17.32,,486.49,309.24,
,,,,,,,,486.7,180.05,,486.7,5.5,,486.7,9.39,,486.7,146.09,
