Colors,V,dV,Peak wavelength,d l,pv/e 1,pv/e 2,sigma,BlueWave,Blue_I,Peak v/e Blue,OrangeWave,Orange_I,Peak v/e Orange,RedWave,Red_I,Peak v/e Red,YellowWave,Yellow_I,Peak v/e Yellow
,,,,,,,,728.74,-18.6,,728.74,4.4,,728.74,10.37,,728.74,-30.04,
,,,,,,,,728.93,-24.2,,728.93,-2.63,,728.93,-1.19,,728.93,-193.87,
,,,,,,,,729.11,-21.88,,729.11,-0.85,,729.11,-2.22,,729.11,-263.51,
,,,,,,,,729.29,-17.69,,729.29,-2.22,,729.29,-6.19,,729.29,-328.36,
,,,,,,,,729.48,-10.14,,729.48,6.59,,729.48,2.18,,729.48,-185.68,
,,,,,,,,729.66,-15.78,,729.66,4.68,,729.66,0.81,,729.66,-139.26,
,,,,,,,,729.84,-16.83,,729.84,5.09,,729.84,6.27,,729.84,-189.78,
,,,,,,,,730.03,-19.33,,730.03,1.19,,730.03,10.15,,730.03,-126.29,
,,,,,,,,730.21,-9.09,,730.21,7,,730.21,8.7,,730.21,-36.86,
,,,,,,,,730.39,-6.22,,730.39,19.08,,730.39,8.53,,730.39,59.39,
,,,,,,,,730.57,-2.22,,730.57,24.4,,730.57,14.63,,730.57,-90.79,
,,,,,,,,730.76,-8.04,,730.76,14.23,,730.76,20.99,,730.76,-121.51,
,,,,,,,,730.94,-3.67,,730.94,19.76,,730.94,26.62,,730.94,-86.01,
,,,,,,,,731.12,-3.31,,731.12,8.57,,731.12,20.22,,731.12,49.15,
,,,,,,,,731.3,-3.86,,731.3,11.16,,731.3,10.07,,731.3,-17.75,
,,,,,,,,731.49,-11.64,,731.49,0.72,,731.49,3.41,,731.49,-28.67,
,,,,,,,,731.67,-16.37,,731.67,4.06,,731.67,10.03,,731.67,-77.14,
,,,,,,,,731.85,-18.15,,731.85,0.1,,731.85,8.92,,731.85,-37.55,
,,,,,,,,732.04,-15.01,,732.04,3.79,,732.04,14.68,,732.04,-81.92,
,,,,,,,,732.22,-16.46,,732.22,7.48,,732.22,8.75,,732.22,-152.23,
,,,,,,,,732.4,-15.74,,732.4,15.74,,732.4,16.38,,732.4,-212.31,
,,,,,,,,732.58,-18.28,,732.58,6.79,,732.58,7.13,,732.58,-174.76,
,,,,,,,,732.77,-18.47,,732.77,-1.33,,732.77,10.54,,732.77,-180.9,
,,,,,,,,732.95,-19.06,,732.95,-3.86,,732.95,8.28,,732.95,-182.27,
,,,,,,,,733.13,-17.15,,733.13,6.31,,733.13,16.77,,733.13,-89.43,
,,,,,,,,733.31,-9.73,,733.31,11.43,,733.31,10.58,,733.31,-27.99,
,,,,,,,,733.5,-2.04,,733.5,15.39,,733.5,9.17,,733.5,-103.76,
,,,,,,,,733.68,-7.63,,733.68,-5.77,,733.68,5.76,,733.68,-249.85,
,,,,,,,,733.86,-12.5,,733.86,-5.5,,733.86,7.51,,733.86,-271.01,
,,,,,,,,734.04,-15.83,,734.04,-13.69,,734.04,-1.41,,734.04,-204.11,
,,,,,,,,734.23,-15.05,,734.23,2.9,,734.23,-5.67,,734.23,-182.95,
,,,,,,,,734.41,-15.96,,734.41,4.61,,734.41,-6.87,,734.41,-119.46,
,,,,,,,,734.59,-12.19,,734.59,15.33,,734.59,8.58,,734.59,-15.02,
,,,,,,,,734.77,-7.32,,734.77,1.81,,734.77,7.34,,734.77,-60.07,
,,,,,,,,734.96,-5.81,,734.96,-6.79,,734.96,4.1,,734.96,-187.73,
,,,,,,,,735.14,-16.01,,735.14,-13.62,,735.14,-8.41,,735.14,-240.98,
,,,,,,,,735.32,-17.19,,735.32,2.7,,735.32,2.99,,735.32,-166.57,
,,,,,,,,735.5,-20.51,,735.5,4.88,,735.5,7.77,,735.5,-5.46,
,,,,,,,,735.68,-16.51,,735.68,18.74,,735.68,20.01,,735.68,-68.95,
,,,,,,,,735.87,-24.11,,735.87,9.45,,735.87,5.59,,735.87,-47.1,
,,,,,,,,736.05,-19.01,,736.05,23.18,,736.05,8.36,,736.05,-20.48,
,,,,,,,,736.23,-15.92,,736.23,-4.88,,736.23,-0.68,,736.23,-57.34,
,,,,,,,,736.41,-9.14,,736.41,3.11,,736.41,5.85,,736.41,-102.4,
,,,,,,,,736.6,-14.46,,736.6,-12.66,,736.6,2.18,,736.6,-264.87,
,,,,,,,,736.78,-14.73,,736.78,3.38,,736.78,14.68,,736.78,-221.18,
,,,,,,,,736.96,-19.33,,736.96,-14.64,,736.96,13.74,,736.96,-334.5,
,,,,,,,,737.14,-11.23,,737.14,-14.92,,737.14,14.59,,737.14,-291.49,
,,,,,,,,737.32,-15.64,,737.32,-16.55,,737.32,10.62,,737.32,-292.18,
,,,,,,,,737.51,-9.45,,737.51,-4.2,,737.51,14.12,,737.51,-194.56,
,,,,,,,,737.69,-17.24,,737.69,4.74,,737.69,8.96,,737.69,-242.34,
,,,,,,,,737.87,-9.32,,737.87,13.82,,737.87,7.17,,737.87,-217.08,
,,,,,,,,738.05,-10.59,,738.05,12.46,,738.05,5.55,,738.05,-219.13,
,,,,,,,,738.24,-4.49,,738.24,15.67,,738.24,10.92,,738.24,-81.92,
,,,,,,,,738.42,-18.37,,738.42,10.82,,738.42,-2.01,,738.42,-121.51,
,,,,,,,,738.6,-14.83,,738.6,14.57,,738.6,-2.82,,738.6,-137.21,
,,,,,,,,738.78,-16.01,,738.78,-6.25,,738.78,-9.09,,738.78,-252.58,
,,,,,,,,738.96,-6.86,,738.96,2.7,,738.96,-1.83,,738.96,-278.52,
,,,,,,,,739.15,-16.01,,739.15,9.05,,739.15,0.34,,739.15,-260.09,
,,,,,,,,739.33,-13.96,,739.33,14.71,,739.33,1.71,,739.33,-305.83,
,,,,,,,,739.51,-16.78,,739.51,3.52,,739.51,-2.56,,739.51,-236.88,
,,,,,,,,739.69,-7.41,,739.69,-0.1,,739.69,2.82,,739.69,-225.28,
,,,,,,,,739.87,-11.64,,739.87,2.56,,739.87,6.02,,739.87,-189.1,
,,,,,,,,740.06,-9.32,,740.06,0.03,,740.06,10.24,,740.06,-208.89,
,,,,,,,,740.24,-19.33,,740.24,0.31,,740.24,7.81,,740.24,-165.89,
,,,,,,,,740.42,-27.16,,740.42,6.52,,740.42,9.22,,740.42,-129.02,
,,,,,,,,740.6,-19.29,,740.6,2.83,,740.6,6.19,,740.6,-135.17,
,,,,,,,,740.78,-13.64,,740.78,3.52,,740.78,0.43,,740.78,-185.68,
,,,,,,,,740.96,-12,,740.96,1.13,,740.96,-0.81,,740.96,-245.76,
,,,,,,,,741.15,-11.96,,741.15,22.22,,741.15,13.1,,741.15,-60.76,
,,,,,,,,741.33,-17.92,,741.33,14.78,,741.33,4.74,,741.33,-81.92,
,,,,,,,,741.51,-12.32,,741.51,6.66,,741.51,-3.71,,741.51,-187.73,
,,,,,,,,741.69,-22.11,,741.69,-8.29,,741.69,-15.27,,741.69,-356.35,
,,,,,,,,741.87,-13.78,,741.87,1.06,,741.87,4.65,,741.87,-296.27,
,,,,,,,,742.05,-11.78,,742.05,7,,742.05,12.59,,742.05,47.79,
,,,,,,,,742.24,-8,,742.24,14.51,,742.24,18.77,,742.24,33.45,
,,,,,,,,742.42,-8.04,,742.42,12.6,,742.42,13.53,,742.42,-34.13,
,,,,,,,,742.6,-14.05,,742.6,10.62,,742.6,7,,742.6,-264.87,
,,,,,,,,742.78,-20.24,,742.78,1.47,,742.78,-2.69,,742.78,-300.37,
,,,,,,,,742.96,-19.33,,742.96,-10.55,,742.96,-2.65,,742.96,-335.87,
,,,,,,,,743.14,-13.37,,743.14,-0.99,,743.14,12.2,,743.14,-267.6,
,,,,,,,,743.33,-4.31,,743.33,2.01,,743.33,19.93,,743.33,-147.45,
,,,,,,,,743.51,-3.81,,743.51,-7.34,,743.51,16.68,,743.51,-133.12,
,,,,,,,,743.69,-2.4,,743.69,-2.29,,743.69,11.01,,743.69,-149.5,
,,,,,,,,743.87,-8.77,,743.87,-8.84,,743.87,-0.3,,743.87,-311.97,
,,,,,,,,744.05,-16.83,,744.05,20.31,,744.05,5.12,,744.05,-254.63,
,,,,,,,,744.23,-17.83,,744.23,-3.11,,744.23,-1.32,,744.23,-344.74,
,,,,,,,,744.42,-14.14,,744.42,3.17,,744.42,5.59,,744.42,-260.77,
,,,,,,,,744.6,-8.68,,744.6,-16.28,,744.6,4.22,,744.6,-308.56,
,,,,,,,,744.78,-7.95,,744.78,-4.95,,744.78,5.85,,744.78,-182.27,
,,,,,,,,744.96,-7.95,,744.96,-20.92,,744.96,3.54,,744.96,-216.4,
,,,,,,,,745.14,-5.5,,745.14,-4.33,,745.14,1.79,,745.14,-212.31,
,,,,,,,,745.32,-1.08,,745.32,-3.04,,745.32,9.09,,745.32,-191.14,
,,,,,,,,745.5,1.33,,745.5,15.53,,745.5,18.94,,745.5,-160.42,
,,,,,,,,745.68,-1.4,,745.68,2.01,,745.68,9.34,,745.68,-138.58,
,,,,,,,,745.87,-3.58,,745.87,1.88,,745.87,3.16,,745.87,-251.22,
,,,,,,,,746.05,-8.54,,746.05,-5.77,,746.05,-3.5,,746.05,-268.28,
,,,,,,,,746.23,-5.18,,746.23,-7.88,,746.23,6.74,,746.23,-298.32,
,,,,,,,,746.41,-0.99,,746.41,-8.09,,746.41,4.01,,746.41,-241.66,
,,,,,,,,746.59,3.11,,746.59,3.38,,746.59,10.03,,746.59,-177.49,
,,,,,,,,746.77,-6.22,,746.77,3.24,,746.77,6.7,,746.77,-152.23,
,,,,,,,,746.95,-6.72,,746.95,2.01,,746.95,16.6,,746.95,-208.89,
,,,,,,,,747.13,-8.86,,747.13,-7.07,,747.13,6.4,,747.13,-180.22,
,,,,,,,,747.32,2.1,,747.32,10.55,,747.32,11.95,,747.32,-79.19,
,,,,,,,,747.5,-11.59,,747.5,16.21,,747.5,7.64,,747.5,8.87,
,,,,,,,,747.68,-11.87,,747.68,15.12,,747.68,8.19,,747.68,-32.08,
,,,,,,,,747.86,-16.46,,747.86,-0.72,,747.86,5.21,,747.86,-164.52,
,,,,,,,,748.04,-9,,748.04,4.61,,748.04,7.04,,748.04,-132.44,
,,,,,,,,748.22,-5.5,,748.22,13.96,,748.22,18.05,,748.22,-94.21,
,,,,,,,,748.4,1.74,,748.4,14.1,,748.4,21.33,,748.4,-32.08,
,,,,,,,,748.58,-2.95,,748.58,7.54,,748.58,17.02,,748.58,-19.8,
,,,,,,,,748.76,1.6,,748.76,-5.77,,748.76,12.8,,748.76,-135.17,
,,,,,,,,748.95,-11,,748.95,-2.9,,748.95,2.13,,748.95,-180.9,
,,,,,,,,749.13,-8.82,,749.13,3.52,,749.13,9.86,,749.13,-238.25,
,,,,,,,,749.31,-24.34,,749.31,2.76,,749.31,4.52,,749.31,-159.06,
,,,,,,,,749.49,-16.37,,749.49,-1.06,,749.49,11.56,,749.49,-94.21,
,,,,,,,,749.67,-13,,749.67,0.65,,749.67,4.31,,749.67,-16.38,
,,,,,,,,749.85,-6.13,,749.85,-1.74,,749.85,-0.9,,749.85,-195.24,
,,,,,,,,750.03,-9.32,,750.03,10.14,,750.03,-9.64,,750.03,-116.05,
,,,,,,,,750.21,-13.14,,750.21,4.06,,750.21,-14.12,,750.21,-315.39,
,,,,,,,,750.39,-13.51,,750.39,8.64,,750.39,-2.73,,750.39,-133.8,
,,,,,,,,750.57,-3.45,,750.57,1.67,,750.57,8.92,,750.57,-250.53,
,,,,,,,,750.76,-6.68,,750.76,-11.37,,750.76,4.91,,750.76,-109.23,
,,,,,,,,750.94,2.92,,750.94,-10.07,,750.94,-6.87,,750.94,-177.49,
,,,,,,,,751.12,-5.59,,751.12,-14.1,,751.12,-19.33,,751.12,-161.11,
,,,,,,,,751.3,1.6,,751.3,-3.58,,751.3,-6.53,,751.3,-160.42,
,,,,,,,,751.48,-16.05,,751.48,-6.11,,751.48,-7.59,,751.48,-90.79,
,,,,,,,,751.66,-14.28,,751.66,1.74,,751.66,3.58,,751.66,-89.43,
,,,,,,,,751.84,-18.01,,751.84,0.1,,751.84,-3.33,,751.84,-112.64,
,,,,,,,,752.02,-6.5,,752.02,1.67,,752.02,4.52,,752.02,-260.09,
,,,,,,,,752.2,-12,,752.2,-15.46,,752.2,-2.35,,752.2,-230.06,
,,,,,,,,752.38,-10.46,,752.38,-15.33,,752.38,-2.82,,752.38,-327.67,
,,,,,,,,752.56,-13.51,,752.56,-14.78,,752.56,-1.96,,752.56,-223.23,
,,,,,,,,752.74,-11.37,,752.74,6.66,,752.74,5.5,,752.74,-281.25,
,,,,,,,,752.92,-11,,752.92,6.79,,752.92,8.02,,752.92,-215.72,
,,,,,,,,753.1,-1.67,,753.1,9.93,,753.1,4.35,,753.1,-217.08,
,,,,,,,,753.28,-5.63,,753.28,1.19,,753.28,4.1,,753.28,-189.1,
,,,,,,,,753.47,-13.73,,753.47,-9.73,,753.47,8.75,,753.47,-249.17,
,,,,,,,,753.65,-28.21,,753.65,-8.29,,753.65,15.53,,753.65,-272.38,
,,,,,,,,753.83,-21.29,,753.83,-7.48,,753.83,7.38,,753.83,-369.32,
,,,,,,,,754.01,-11.78,,754.01,9.59,,754.01,11.56,,754.01,-267.6,
,,,,,,,,754.19,-0.76,,754.19,12.32,,754.19,11.61,,754.19,-249.85,
,,,,,,,,754.37,2.83,,754.37,12.46,,754.37,17.45,,754.37,-208.89,
,,,,,,,,754.55,-1.85,,754.55,2.49,,754.55,5.08,,754.55,-299.69,
,,,,,,,,754.73,-11.82,,754.73,-5.29,,754.73,-0.85,,754.73,-267.6,
,,,,,,,,754.91,-12.5,,754.91,-5.43,,754.91,-3.29,,754.91,-148.82,
,,,,,,,,755.09,-9.77,,755.09,7.75,,755.09,-0.09,,755.09,-77.14,
,,,,,,,,755.27,-10.18,,755.27,11.5,,755.27,5.97,,755.27,75.77,
,,,,,,,,755.45,-24.06,,755.45,8.77,,755.45,2.52,,755.45,-43.01,
,,,,,,,,755.63,-26.79,,755.63,-6.66,,755.63,3.8,,755.63,7.51,
,,,,,,,,755.81,-22.7,,755.81,-8.16,,755.81,-2.94,,755.81,-178.86,
,,,,,,,,755.99,-13.46,,755.99,-4.74,,755.99,3.5,,755.99,-223.91,
,,,,,,,,756.17,-5.81,,756.17,6.59,,756.17,5.33,,756.17,-233.47,
,,,,,,,,756.35,-6.82,,756.35,14.64,,756.35,9.56,,756.35,-168.62,
,,,,,,,,756.53,-7.45,,756.53,9.93,,756.53,2.82,,756.53,-109.23,
,,,,,,,,756.71,-14.83,,756.71,6.72,,756.71,3.41,,756.71,-167.25,
,,,,,,,,756.89,-16.83,,756.89,3.86,,756.89,-0.6,,756.89,-230.74,
,,,,,,,,757.07,-15.01,,757.07,17.37,,757.07,10.92,,757.07,-73.04,
,,,,,,,,757.25,-8.82,,757.25,10.55,,757.25,7.3,,757.25,-34.82,
,,,,,,,,757.43,-2.17,,757.43,4.54,,757.43,4.91,,757.43,-127.66,
,,,,,,,,757.61,-3.58,,757.61,-2.49,,757.61,0.17,,757.61,-165.89,
,,,,,,,,757.79,-6.45,,757.79,3.11,,757.79,-3.8,,757.79,-264.87,
,,,,,,,,757.97,-9.14,,757.97,5.97,,757.97,4.86,,757.97,-142.68,
,,,,,,,,758.15,-10.41,,758.15,9.59,,758.15,7.34,,758.15,-156.33,
,,,,,,,,758.33,-13.28,,758.33,6.31,,758.33,8.11,,758.33,-105.81,
,,,,,,,,758.51,-14.19,,758.51,3.04,,758.51,8.62,,758.51,-108.54,
,,,,,,,,758.69,-14.69,,758.69,-2.56,,758.69,2.22,,758.69,-99.67,
,,,,,,,,758.87,-9.68,,758.87,10,,758.87,11.01,,758.87,-65.53,
,,,,,,,,759.05,-6.45,,759.05,3.24,,759.05,7.89,,759.05,-35.5,
,,,,,,,,759.23,-2.9,,759.23,4.4,,759.23,10.58,,759.23,-152.23,
,,,,,,,,759.41,-11.64,,759.41,-1.33,,759.41,5.12,,759.41,-187.73,
,,,,,,,,759.59,-13.46,,759.59,13.89,,759.59,2.77,,759.59,-188.41,
,,,,,,,,759.77,-19.33,,759.77,13.28,,759.77,6.7,,759.77,-179.54,
,,,,,,,,759.95,-11.5,,759.95,6.72,,759.95,6.44,,759.95,-187.73,
,,,,,,,,760.13,-10.68,,760.13,1.13,,760.13,8.36,,760.13,-160.42,
,,,,,,,,760.31,-8.41,,760.31,6.18,,760.31,2.6,,760.31,-137.21,
,,,,,,,,760.49,-15.19,,760.49,12.39,,760.49,8.79,,760.49,-122.88,
,,,,,,,,760.67,-17.01,,760.67,8.09,,760.67,5.59,,760.67,-242.34,
,,,,,,,,760.85,-15.74,,760.85,-3.93,,760.85,9.56,,760.85,-290.13,
,,,,,,,,761.03,-11,,761.03,-7.13,,761.03,6.06,,761.03,-242.34,
,,,,,,,,761.21,-9.91,,761.21,-5.97,,761.21,6.95,,761.21,-143.36,
,,,,,,,,761.39,-7.27,,761.39,1.4,,761.39,5.5,,761.39,-138.58,
,,,,,,,,761.57,-11.23,,761.57,-1.95,,761.57,5.55,,761.57,-158.38,
,,,,,,,,761.75,-11,,761.75,-3.72,,761.75,13.14,,761.75,-124.93,
,,,,,,,,761.93,-18.42,,761.93,3.24,,761.93,12.67,,761.93,-51.88,
,,,,,,,,762.11,-14.73,,762.11,2.7,,762.11,13.23,,762.11,-92.84,
,,,,,,,,762.29,-22.29,,762.29,7.88,,762.29,9.51,,762.29,-234.15,
,,,,,,,,762.47,-18.88,,762.47,-0.44,,762.47,2.56,,762.47,-263.51,
,,,,,,,,762.65,-24.02,,762.65,3.99,,762.65,-0.94,,762.65,-273.75,
,,,,,,,,762.83,-21.33,,762.83,8.09,,762.83,-4.18,,762.83,-178.17,
,,,,,,,,763.01,-22.74,,763.01,3.24,,763.01,-3.97,,763.01,-142.68,
,,,,,,,,763.19,-17.24,,763.19,0.72,,763.19,-6.57,,763.19,-53.93,
,,,,,,,,763.37,-14.14,,763.37,-0.24,,763.37,-0.34,,763.37,-66.22,
,,,,,,,,763.55,-15.64,,763.55,8.5,,763.55,8.28,,763.55,-98.3,
,,,,,,,,763.73,-20.42,,763.73,11.5,,763.73,16.09,,763.73,-110.59,
,,,,,,,,763.91,-23.7,,763.91,1.26,,763.91,10.2,,763.91,-178.86,
,,,,,,,,764.09,-22.33,,764.09,-15.05,,764.09,6.95,,764.09,-185,
,,,,,,,,764.27,-11.46,,764.27,-12.94,,764.27,4.18,,764.27,-238.93,
,,,,,,,,764.45,-15.42,,764.45,-15.87,,764.45,7.64,,764.45,-189.1,
,,,,,,,,764.63,-19.24,,764.63,2.63,,764.63,9.77,,764.63,-221.18,
,,,,,,,,764.81,-30.62,,764.81,-2.83,,764.81,7.72,,764.81,-256.68,
,,,,,,,,764.99,-22.74,,764.99,6.86,,764.99,5.97,,764.99,-245.07,
,,,,,,,,765.16,-12.55,,765.16,-2.97,,765.16,4.1,,765.16,-219.13,
,,,,,,,,765.34,-1.81,,765.34,3.58,,765.34,11.82,,765.34,-80.55,
,,,,,,,,765.52,-2.58,,765.52,-4.88,,765.52,11.43,,765.52,-26.62,
,,,,,,,,765.7,-7.09,,765.7,-1.54,,765.7,18.73,,765.7,43.01,
,,,,,,,,765.88,-18.51,,765.88,-18.19,,765.88,0.09,,765.88,-86.7,
,,,,,,,,766.06,-18.97,,766.06,-8.57,,766.06,7.17,,766.06,-111.96,
,,,,,,,,766.24,-21.11,,766.24,-9.93,,766.24,-3.11,,766.24,-236.2,
,,,,,,,,766.42,-11.37,,766.42,10.96,,766.42,7.89,,766.42,-113.32,
,,,,,,,,766.6,-13.1,,766.6,13.89,,766.6,0.51,,766.6,-153.6,
,,,,,,,,766.78,-13.05,,766.78,20.86,,766.78,6.95,,766.78,-141.99,
,,,,,,,,766.96,-24.34,,766.96,2.76,,766.96,1.75,,766.96,-275.11,
,,,,,,,,767.14,-18.97,,767.14,1.54,,767.14,8.11,,767.14,-274.43,
,,,,,,,,767.32,-22.11,,767.32,-10.34,,767.32,9.3,,767.32,-155.65,
,,,,,,,,767.5,-16.46,,767.5,-14.78,,767.5,14.46,,767.5,-94.89,
,,,,,,,,767.67,-15.92,,767.67,-19.49,,767.67,8.41,,767.67,-154.96,
,,,,,,,,767.85,-4.9,,767.85,-8.02,,767.85,11.99,,767.85,122.2,
,,,,,,,,768.03,-6.41,,768.03,8.16,,768.03,18.13,,768.03,157.69,
,,,,,,,,768.21,-4.68,,768.21,7.27,,768.21,17.11,,768.21,196.61,
,,,,,,,,768.39,-11.37,,768.39,7.61,,768.39,9.13,,768.39,6.14,
,,,,,,,,768.57,-9.36,,768.57,9.11,,768.57,7.08,,768.57,90.79,
,,,,,,,,768.75,-16.42,,768.75,6.86,,768.75,6.87,,768.75,72.36,
,,,,,,,,768.93,-17.06,,768.93,-5.36,,768.93,3.29,,768.93,-131.07,
,,,,,,,,769.11,-22.52,,769.11,-11.71,,769.11,-7.38,,769.11,-239.61,
,,,,,,,,769.29,-23.61,,769.29,-6.66,,769.29,-1.62,,769.29,-172.03,
,,,,,,,,769.47,-26.16,,769.47,3.04,,769.47,-1.11,,769.47,-46.42,
,,,,,,,,769.64,-17.28,,769.64,13.48,,769.64,12.07,,769.64,-32.77,
,,,,,,,,769.82,-17.78,,769.82,12.94,,769.82,5.42,,769.82,29.35,
,,,,,,,,770,-16.01,,770,10.41,,770,11.01,,770,-146.77,
,,,,,,,,770.18,-23.65,,770.18,7.61,,770.18,5.03,,770.18,-124.93,
,,,,,,,,770.36,-16.6,,770.36,13.07,,770.36,10.45,,770.36,-202.75,
,,,,,,,,770.54,-19.69,,770.54,17.85,,770.54,13.31,,770.54,-17.07,
,,,,,,,,770.72,-19.06,,770.72,11.3,,770.72,5.03,,770.72,-57.34,
,,,,,,,,770.9,-23.06,,770.9,9.86,,770.9,-8.7,,770.9,29.35,
,,,,,,,,771.08,-14.14,,771.08,3.11,,771.08,-12.46,,771.08,-86.7,
,,,,,,,,771.25,-15.69,,771.25,9.8,,771.25,3.03,,771.25,-13.65,
,,,,,,,,771.43,-11.68,,771.43,8.16,,771.43,13.82,,771.43,-214.35,
,,,,,,,,771.61,-20.79,,771.61,5.36,,771.61,12.5,,771.61,-126.29,
,,,,,,,,771.79,-11.28,,771.79,-4.74,,771.79,4.65,,771.79,-200.02,
,,,,,,,,771.97,-16.42,,771.97,-5.43,,771.97,6.66,,771.97,-140.63,
,,,,,,,,772.15,-9.05,,772.15,-4.88,,772.15,7.85,,772.15,-306.51,
,,,,,,,,772.33,-14.73,,772.33,-8.36,,772.33,7.3,,772.33,-244.39,
,,,,,,,,772.51,-13.96,,772.51,-9.52,,772.51,11.31,,772.51,-195.24,
,,,,,,,,772.68,-19.01,,772.68,-6.25,,772.68,-0.34,,772.68,-128.34,
,,,,,,,,772.86,-12.5,,772.86,3.04,,772.86,3.03,,772.86,-152.23,
,,,,,,,,773.04,-11.05,,773.04,0.24,,773.04,-9.34,,773.04,-177.49,
,,,,,,,,773.22,-2.45,,773.22,-0.65,,773.22,-3.11,,773.22,-90.11,
,,,,,,,,773.4,-7.36,,773.4,-5.63,,773.4,-9.69,,773.4,-187.05,
,,,,,,,,773.58,-9.23,,773.58,1.74,,773.58,0.77,,773.58,-180.9,
,,,,,,,,773.76,-7.73,,773.76,0.92,,773.76,4.22,,773.76,-198.65,
,,,,,,,,773.93,-3.04,,773.93,6.04,,773.93,1.62,,773.93,-194.56,
,,,,,,,,774.11,-8.36,,774.11,3.72,,774.11,4.57,,774.11,-60.76,
,,,,,,,,774.29,-13.55,,774.29,15.05,,774.29,6.14,,774.29,-35.5,
,,,,,,,,774.47,-23.15,,774.47,16.35,,774.47,11.61,,774.47,146.09,
,,,,,,,,774.65,-18.42,,774.65,20.1,,774.65,0.94,,774.65,7.51,
,,,,,,,,774.83,-25.38,,774.83,3.38,,774.83,-4.05,,774.83,-24.58,
,,,,,,,,775,-17.74,,775,5.9,,775,6.31,,775,-151.55,
,,,,,,,,775.18,-18.56,,775.18,4.13,,775.18,13.7,,775.18,50.52,
,,,,,,,,775.36,-14.64,,775.36,25.22,,775.36,27.73,,775.36,8.87,
,,,,,,,,775.54,-15.46,,775.54,29.05,,775.54,25.9,,775.54,58.71,
,,,,,,,,775.72,-13.69,,775.72,32.46,,775.72,24.4,,775.72,-108.54,
,,,,,,,,775.9,-14.28,,775.9,14.03,,775.9,4.61,,775.9,-111.96,
,,,,,,,,776.07,-23.38,,776.07,-1.47,,776.07,-1.75,,776.07,-154.28,
,,,,,,,,776.25,-14.73,,776.25,-15.74,,776.25,-6.66,,776.25,-138.58,
,,,,,,,,776.43,-9.18,,776.43,-12.8,,776.43,13.1,,776.43,-122.88,
,,,,,,,,776.61,-7.77,,776.61,-17.99,,776.61,11.61,,776.61,-144.04,
,,,,,,,,776.79,-17.78,,776.79,-5.22,,776.79,10.33,,776.79,-171.35,
,,,,,,,,776.97,-24.66,,776.97,-5.9,,776.97,-4.44,,776.97,-144.72,
,,,,,,,,777.14,-18.65,,777.14,8.77,,777.14,-9.26,,777.14,-124.24,
,,,,,,,,777.32,-17.97,,777.32,8.02,,777.32,-8.19,,777.32,-78.51,
,,,,,,,,777.5,-19.1,,777.5,13.69,,777.5,-0.38,,777.5,-97.62,
,,,,,,,,777.68,-21.74,,777.68,10.89,,777.68,3.41,,777.68,-172.71,
,,,,,,,,777.86,-18.97,,777.86,12.8,,777.86,13.7,,777.86,-262.82,
,,,,,,,,778.04,-16.87,,778.04,12.94,,778.04,9.77,,778.04,-152.91,
,,,,,,,,778.21,-4.99,,778.21,20.04,,778.21,6.7,,778.21,-32.08,
,,,,,,,,778.39,-10.18,,778.39,0.79,,778.39,-8.87,,778.39,-73.04,
,,,,,,,,778.57,-7.77,,778.57,3.31,,778.57,-7.3,,778.57,-230.74,
,,,,,,,,778.75,-17.28,,778.75,-7.27,,778.75,3.2,,778.75,-294.91,
,,,,,,,,778.93,-13.51,,778.93,-5.09,,778.93,11.61,,778.93,-245.76,
,,,,,,,,779.1,-16.78,,779.1,-11.3,,779.1,11.05,,779.1,-161.79,
,,,,,,,,779.28,-11.91,,779.28,-2.42,,779.28,10.03,,779.28,-109.91,
,,,,,,,,779.46,-4.72,,779.46,5.97,,779.46,13.53,,779.46,-91.48,
,,,,,,,,779.64,-1.76,,779.64,7.75,,779.64,20.69,,779.64,-123.56,
,,,,,,,,779.82,-7.36,,779.82,-4.88,,779.82,15.27,,779.82,-127.66,
,,,,,,,,779.99,-15.19,,779.99,-3.58,,779.99,12.54,,779.99,-129.7,
,,,,,,,,780.17,-17.97,,780.17,-11.16,,780.17,4.35,,780.17,-92.84,
,,,,,,,,780.35,-12.37,,780.35,-0.85,,780.35,5.16,,780.35,-154.28,
,,,,,,,,780.53,-7.86,,780.53,-2.42,,780.53,4.82,,780.53,-142.68,
,,,,,,,,780.7,-2.67,,780.7,9.59,,780.7,10.67,,780.7,-163.84,
,,,,,,,,780.88,-9.64,,780.88,9.8,,780.88,16.77,,780.88,-105.13,
,,,,,,,,781.06,-9.96,,781.06,4.81,,781.06,15.4,,781.06,-198.65,
,,,,,,,,781.24,-17.92,,781.24,-6.52,,781.24,11.18,,781.24,-208.89,
,,,,,,,,781.42,-17.19,,781.42,-4.4,,781.42,11.73,,781.42,-281.94,
,,,,,,,,781.59,-25.02,,781.59,-6.18,,781.59,9,,781.59,-251.9,
,,,,,,,,781.77,-18.28,,781.77,-9.52,,781.77,11.65,,781.77,-222.55,
,,,,,,,,781.95,-12.23,,781.95,-10.68,,781.95,6.14,,781.95,-272.38,
,,,,,,,,782.13,-2.9,,782.13,-4.47,,782.13,4.31,,782.13,-188.41,
,,,,,,,,782.3,-4.86,,782.3,-6.79,,782.3,-6.27,,782.3,-314.02,
,,,,,,,,782.48,-6.63,,782.48,-24.06,,782.48,-14.42,,782.48,-304.46,
